sent_id	word_seq	original_word	cyrillic_word	pos
164	27	bul	трансфер	PRON
164	28	tez	(	PUNCT
164	29	pát	рест	NOUN
164	30	penen	)	PUNCT
164	31	keń	ти	ADJ
164	32	tarqalıp	қоллап	VERB
164	33	kiyatırǵan,	-	PUNCT
164	34	kúshli	қуўатлайді	ADJ
164	35	hám	,	CCONJ
164	36	Hypertext	бул	NOUN
164	37	Transfer	тез	ADV
164	38	Protocol	пáт	ADJ
164	39	(HTTP)ti	пенен	PUNCT
164	40	veb	кең	ADJ
164	41	xızmet	тарқаліп	VERB
164	42	sıpatında	кийатірған	VERB
164	43	paydalanıwdıń	,	PUNCT
164	44	ápiwayı	күшли	ADJ
164	45	"usılı""."	һáм	PUNCT
164	46	һйпертеxт	һйпертеxт	ADJ
164	47	трансфер	трансфер	NOUN
164	48	протоcол	протоcол	ADJ
164	49	(	(	PUNCT
164	50	һттп)ти	һттп)ти	PUNCT
164	51	веб	веб	NOUN
164	52	xізмет	xізмет	NOUN
164	53	сіпатінда	сіпатінда	NOUN
164	54	пайдаланіўдің	пайдаланіўдің	VERB
164	55	áпиўайі	áпиўайі	NOUN
164	56	"усілі"""	"усілі"""	PUNCT
164	57	.	.	PUNCT
165	0	2009-jılı	2009	PUNCT
165	1	rejissyor	-	PUNCT
165	2	Djeyms	жілі	ADJ
165	3	Kameron	режиссйор	NOUN
165	4	óziniń	джеймс	NOUN
165	5	juldızın	камерон	NOUN
165	6	ashtı	өзиниң	PROPN
165	7	жулдізін	жулдізін	NOUN
165	8	ашті	ашті	VERB
166	0	Qarar	қарар	NOUN
166	1	qabıl	қабіл	NOUN
166	2	etiwdi	етиўди	VERB
166	3	támiyinlew	тáмийинлеў	NOUN
166	4	sistemaları	системаларі	NOUN
167	0	Retina	ретина	NOUN
167	1	Display	дисплай	NOUN
167	2	derlik	дерлик	NOUN
167	3	dál	дáл	NUM
167	4	16:9	16:9	PUNCT
167	5	proporciyası	пропорcийасі	NOUN
167	6	menen	менен	PUNCT
167	7	1136	1136	NUM
167	8	x	x	SYM
167	9	640	640	NUM
167	10	pikselge	пикселге	NOUN
167	11	iye	ийе	NOUN
167	12	(bir	(	PUNCT
167	13	qosımsha	бир	NOUN
167	14	gorizontal	қосімша	NOUN
167	15	piksel	горизонтал	PUNCT
167	16	qatarınan	пиксел	NOUN
167	17	tısqarı).	қатарінан	PUNCT
167	18	тісқарі	тісқарі	NOUN
167	19	)	)	PUNCT
167	20	.	.	PUNCT
168	0	Bul	бул	PRON
168	1	aymaq	аймақ	NOUN
168	2	kóbirek	көбирек	ADJ
168	3	turaq	турақ	NOUN
168	4	jaylı,	жайлі	PUNCT
168	5	bay,	,	PUNCT
168	6	jaqında	бай	NOUN
168	7	rawajlanǵan	,	PUNCT
168	8	hám	жақінда	CCONJ
168	9	tiykarınan	раўажланған	ADJ
168	10	aq	һáм	NOUN
168	11	násilli	тийкарінан	ADJ
168	12	xalıqqa	ақ	ADJ
168	13	iye.	нáсилли	PUNCT
168	14	xаліққа	xаліққа	NOUN
168	15	ийе	ийе	ADJ
168	16	.	.	PUNCT
169	0	Ashıq	ашіқ	ADJ
169	1	Kodlı	кодлі	ADJ
169	2	Iniciativa	иниcиатива	NOUN
169	3	jańa	жаңа	ADJ
169	4	atamanıń	атаманің	NOUN
169	5	qollanılıwın	қолланіліўін	NOUN
169	6	xoshametlewge	xошаметлеўге	VERB
169	7	hám	һáм	CCONJ
169	8	onıń	онің	NOUN
169	9	uslanǵan	усланған	VERB
169	10	principlerin	принcиплерин	NOUN
169	11	táriyiplewge	тáрийиплеўге	VERB
169	12	umtılǵan	умтілған	VERB
169	13	waqıtta,	ўақітта	PUNCT
169	14	kommerciyalıq	,	PUNCT
169	15	programmalıq	коммерcийаліқ	ADJ
169	16	támiyinlew	программаліқ	ADJ
169	17	vendorları	тáмийинлеў	NOUN
169	18	ózlerin	вендорларі	NOUN
169	19	erkin	өзлерин	NOUN
169	20	tarqatılatuǵın	еркин	ADJ
169	21	programmalıq	тарқатілатуғін	VERB
169	22	támiyinlew	программаліқ	ADJ
169	23	koncepciyası	тáмийинлеў	NOUN
169	24	hám	конcепcийасі	CCONJ
169	25	qollanbanıń	һáм	NOUN
169	26	derek	қолланбанің	NOUN
169	27	kodına	дерек	NOUN
169	28	universal	кодіна	NOUN
169	29	kiriw	универсал	NOUN
169	30	múmkinshiligi	кириў	VERB
169	31	tárepinen	мүмкиншилиги	ADJ
169	32	barǵan	тáрепинен	NOUN
169	33	sayın	барған	VERB
169	34	qáwip	сайін	ADP
169	35	astında	қáўип	NOUN
169	36	seze	астінда	NOUN
169	37	basladı.	сезе	PUNCT
169	38	басладі	басладі	VERB
169	39	.	.	PUNCT
170	0	Kúsh-ǵayratlar	күш-ғайратлар	PUNCT
170	1	kárxanadaǵı	кáрxанадағі	NOUN
170	2	ózgerislerge	өзгерислерге	NOUN
170	3	"baǵdarlanıwı""."	бағдарланіўі	PUNCT
170	4	""""	""""	PUNCT
170	5	.	.	PUNCT
171	0	Qarızǵa	қарізға	NOUN
171	1	batıp	батіп	VERB
171	2	qalǵanın	қалғанін	AUX
171	3	kórip,	көрип	PUNCT
171	4	Turner	,	PUNCT
171	5	Entertainment	турнер	NOUN
171	6	1986-jıldıń	ентертаинмент	PUNCT
171	7	may	1986	NUM
171	8	ayına	-	PUNCT
171	9	shekemgi	жілдің	NOUN
171	10	MGM	май	NOUN
171	11	film	айіна	NOUN
171	12	hám	шекемги	CCONJ
171	13	televidenie	мгм	NOUN
171	14	kitapxanaların	филм	NOUN
171	15	hám	һáм	CCONJ
171	16	United	телевидение	NOUN
171	17	Artists	китапxаналарін	NOUN
171	18	kitapxanasınıń	һáм	ADJ
171	19	kishi	унитед	NOUN
171	20	bólegin	артистс	NOUN
171	21	(a.a.p.	китапxанасінің	PUNCT
171	22	kitapxanası	киши	ADJ
171	23	hám	бөлегин	CCONJ
171	24	RKO	(	PUNCT
171	25	Radio	а.а.п	NOUN
171	26	Pictures	.	PUNCT
171	27	kitapxanasınıń	китапxанасі	NOUN
171	28	Arqa	һáм	NOUN
171	29	Amerikadaǵı	рко	PUNCT
171	30	huqıqların	радио	PUNCT
171	31	qosqanda)	пиcтурес	PUNCT
171	32	ózinde	китапxанасінің	NOUN
171	33	saqlap	арқа	ADJ
171	34	qaldı,	америкадағі	PUNCT
171	35	al	һуқіқларін	NOUN
171	36	MGM	қосқанда	VERB
171	37	kompaniyasınıń	)	PUNCT
171	38	qalǵan	өзинде	PRON
171	39	bólegin	сақлап	VERB
171	40	ayırıp	қалді	VERB
171	41	jiberdi[204].	,	PUNCT
171	42	ал	ал	CCONJ
171	43	мгм	мгм	ADJ
171	44	компанийасінің	компанийасінің	NOUN
171	45	қалған	қалған	VERB
171	46	бөлегин	бөлегин	ADJ
171	47	айіріп	айіріп	VERB
171	48	жиберди	жиберди	ADJ
171	49	[204]	[204]	PUNCT
171	50	.	.	PUNCT
172	0	Olar:	олар	PUNCT
172	1	:	:	PUNCT
173	0	2021-jıldıń	2021	PUNCT
173	1	may	-	PUNCT
173	2	ayında	жілдің	NOUN
173	3	Google	май	NOUN
173	4	Nyu-York	айінда	PUNCT
173	5	qalasındaǵı	гоогле	NOUN
173	6	Chelsea	нйу-йорк	PROPN
173	7	Market	қаласіндағі	NOUN
173	8	kampusında,	челсеа	PUNCT
173	9	Nyu-Yorktegi	маркет	PUNCT
173	10	keńseleriniń	кампусінда	NOUN
173	11	janında	,	PUNCT
173	12	fizikalıq	нйу-йорктеги	PROPN
173	13	usaqlap	кеңселериниң	NOUN
173	14	satıw	жанінда	NOUN
173	15	dúkanın	физикаліқ	ADJ
173	16	ashatuǵının	усақлап	VERB
173	17	járiyaladı.	сатіў	PUNCT
173	18	дүканін	дүканін	NOUN
173	19	ашатуғінін	ашатуғінін	VERB
173	20	жáрийаладі	жáрийаладі	VERB
173	21	.	.	PUNCT
174	0	Bul	бул	PRON
174	1	ishki	ишки	NOUN
174	2	displeyler	дисплейлер	NOUN
174	3	LVDS	лвдс	NOUN
174	4	yamasa	йамаса	VERB
174	5	eDP	едп	VERB
174	6	sıyaqlı	сійақлі	ADJ
174	7	ishki	ишки	ADJ
174	8	displey	дисплей	NOUN
174	9	interfeysleri	интерфейслери	NOUN
174	10	arqalı	арқалі	ADJ
174	11	kompyuterge	компйутерге	NOUN
174	12	jalǵanadı.	жалғанаді	PUNCT
174	13	.	.	PUNCT
175	0	Tarmaq	тармақ	NOUN
175	1	boyınsha	бойінша	NOUN
175	2	hújim	һүжим	NOUN
175	3	etiwshilerdi	етиўшилерди	NOUN
175	4	anıqlaw	аніқлаў	VERB
175	5	ushın	ушін	ADP
175	6	tarmaqtıń	тармақтің	NOUN
175	7	hár	һáр	ADJ
175	8	qıylı	қійлі	ADJ
175	9	orınlarınan	орінларінан	NOUN
175	10	hám	һáм	CCONJ
175	11	hár	һáр	ADJ
175	12	túrli	түрли	ADJ
175	13	ellerden	еллерден	NOUN
175	14	jurnallardı	журналларді	NOUN
175	15	jıynaw	жійнаў	VERB
175	16	kerek	керек	ADJ
175	17	bolıwı	боліўі	VERB
175	18	múmkin,	мүмкин	PUNCT
175	19	bul	,	PRON
175	20	process	бул	NOUN
175	21	qıyın	проcесс	NOUN
175	22	hám	қійін	CCONJ
175	23	kóp	һáм	NOUN
175	24	waqıt	көп	ADJ
175	25	talap	ўақіт	NOUN
175	26	etedi.	талап	PUNCT
175	27	етеди	етеди	VERB
175	28	.	.	PUNCT
176	0	1882-jılı	1882	PUNCT
176	1	oyındı	-	PUNCT
176	2	baslaǵan	жілі	NOUN
176	3	oyınshı	ойінді	NOUN
176	4	toptı	баслаған	VERB
176	5	basqa	ойінші	ADJ
176	6	oyınshı	топті	NOUN
176	7	tiymey	басқа	DET
176	8	turıp	ойінші	ADJ
176	9	ekinshi	тиймей	NOUN
176	10	márte	туріп	VERB
176	11	tiygen	екинши	ADJ
176	12	jaǵdayda	мáрте	NOUN
176	13	qarsılas	тийген	VERB
176	14	komandaǵa	жағдайда	NOUN
176	15	janapay	қарсілас	ADJ
176	16	erkin	командаға	NOUN
176	17	soqqı	жанапай	ADJ
176	18	beriletuǵın	еркин	ADJ
176	19	boldı.	соққі	PUNCT
176	20	берилетуғін	берилетуғін	VERB
176	21	болді	болді	AUX
176	22	.	.	PUNCT
177	0	Bul	бул	PRON
177	1	tásil	тáсил	NOUN
177	2	ádette	áдетте	NOUN
177	3	bir	бир	NUM
177	4	neshe	неше	DET
177	5	basqıshlardan	басқішлардан	NOUN
177	6	ibarat	ибарат	NOUN
177	7	cikl	cикл	NOUN
177	8	menen	менен	PRON
177	9	ámelge	áмелге	PRON
177	10	asırıladı:	асіріладі	PUNCT
177	11	:	:	PUNCT
178	0	Clipper	cлиппер	NOUN
178	1	hám	һáм	CCONJ
178	2	SPITBOL	спитбол	NOUN
178	3	da	да	ADV
178	4	anıq	аніқ	ADJ
178	5	ózin-ózi	өзин-өзи	PUNCT
178	6	ózgertiw	өзгертиў	VERB
178	7	ushın	ушін	ADP
178	8	imkaniyatlar	имканийатлар	NOUN
178	9	beredi.	береди	PUNCT
178	10	.	.	PUNCT
179	0	Xolding	xолдинг	NOUN
179	1	kompaniyalarına	компанийаларіна	NOUN
179	2	mısallar	місаллар	NOUN
179	3	-	-	PUNCT
179	4	Berkshire	беркшире	NOUN
179	5	Hathaway,	һатһаўай	PUNCT
179	6	Jefferies	,	PUNCT
179	7	Financial	жеффериес	NOUN
179	8	Group,	финанcиал	PUNCT
179	9	The	гроуп	NOUN
179	10	Walt	,	PUNCT
179	11	Disney	тһе	NOUN
179	12	Company,	ўалт	PUNCT
179	13	Warner	дисней	NOUN
179	14	Bros.	cомпанй	PUNCT
179	15	Discovery	,	PUNCT
179	16	hám	ўарнер	CCONJ
179	17	Citigroup	брос	NOUN
179	18	bolıp,	.	PUNCT
179	19	olardıń	дисcоверй	NOUN
179	20	sıńar	һáм	NOUN
179	21	kompaniyaları	cитигроуп	NOUN
179	22	kóp	боліп	AUX
179	23	túrli	,	ADJ
179	24	tarawlarda	олардің	PRON
179	25	jumıs	сіңар	ADJ
179	26	alıp	компанийаларі	NOUN
179	27	baradı.	көп	PUNCT
179	28	түрли	түрли	ADJ
179	29	тараўларда	тараўларда	NOUN
179	30	жуміс	жуміс	NOUN
179	31	аліп	аліп	VERB
179	32	бараді	бараді	VERB
179	33	.	.	PUNCT
180	0	2014-jıldıń	2014	PUNCT
180	1	16-sentyabr	-	PUNCT
180	2	kúni	жілдің	NOUN
180	3	20th	16	NUM
180	4	Century	-	PUNCT
180	5	Fox	сентйабр	NOUN
180	6	jańa	күни	NOUN
180	7	Fox	20тһ	NUM
180	8	Movies	cентурй	NOUN
180	9	veb-saytın	фоx	PUNCT
180	10	reklama	жаңа	ADJ
180	11	etiw	фоx	NOUN
180	12	ushın	мовиес	ADP
180	13	logotiptiń	веб-сайтін	NOUN
180	14	hár	реклама	NOUN
180	15	qıylı	етиў	ADJ
180	16	versiyasın,	ушін	PUNCT
180	17	sonıń	логотиптиң	NOUN
180	18	ishinde	һáр	NOUN
180	19	Fox	қійлі	ADJ
180	20	Film	версийасін	NOUN
180	21	logotipiniń	,	PUNCT
180	22	"""William"	сонің	PUNCT
180	23	Fox	ишинде	NOUN
180	24	"Presents"""	фоx	PUNCT
180	25	versiyasın	филм	NOUN
180	26	hám	логотипиниң	CCONJ
180	27	20th	""""	PUNCT
180	28	Century	ўиллиам	NOUN
180	29	Pictures	фоx	NOUN
180	30	logotipin,	"пресентс"""	PUNCT
180	31	sonday-aq	версийасін	PUNCT
180	32	ayırım	һáм	NOUN
180	33	variaciyalardı,	20тһ	PUNCT
180	34	2009-jılǵı	cентурй	PUNCT
180	35	logotip	пиcтурес	NOUN
180	36	versiyasına	логотипин	NOUN
180	37	shekem	,	PUNCT
180	38	kórsetetuǵın	сондай-ақ	CCONJ
180	39	video	айірім	NOUN
180	40	járiyaladı.	вариаcийаларді	PUNCT
180	41	,	,	PUNCT
180	42	2009	2009	NUM
180	43	-	-	PUNCT
180	44	жілғі	жілғі	NOUN
180	45	логотип	логотип	NOUN
180	46	версийасіна	версийасіна	NOUN
180	47	шекем	шекем	NOUN
180	48	көрсететуғін	көрсететуғін	VERB
180	49	видео	видео	NOUN
180	50	жáрийаладі	жáрийаладі	VERB
180	51	.	.	PUNCT
181	0	Bunda	бунда	NOUN
181	1	quramanıń	қураманің	NOUN
181	2	23	23	NUM
181	3	oyınshısınan	ойіншісінан	NOUN
181	4	rekordlıq	рекордліқ	ADJ
181	5	10-ı	10-і	PUNCT
181	6	dárwazaǵa	дáрўазаға	NOUN
181	7	gol	гол	NOUN
181	8	urdı	урді	VERB
181	9	hám	һáм	CCONJ
181	10	komanda	команда	NOUN
181	11	jámi	жáми	PUNCT
181	12	12	12	NUM
181	13	gol	гол	NOUN
181	14	urıp,	уріп	PUNCT
181	15	chempionlıq	,	PUNCT
181	16	ataǵın	чемпионліқ	NOUN
181	17	jeńip	атағін	NOUN
181	18	aldı.	жеңип	PUNCT
181	19	алді	алді	AUX
181	20	.	.	PUNCT
182	0	Ekinshi	екинши	NOUN
182	1	tárepten,	тáрептен	PUNCT
182	2	"""biypul"	,	PUNCT
182	3	programmalıq	""""	PUNCT
182	4	"támiynat"""	бийпул	PUNCT
182	5	termini	программаліқ	ADJ
182	6	"""biypul"""	тáмийнат	PUNCT
182	7	sóziniń	""""	PUNCT
182	8	eki	термини	NOUN
182	9	mánililigi	""""	PUNCT
182	10	sebepli	бийпул	ADJ
182	11	sınǵa	""""	PUNCT
182	12	ushıradı,	сөзиниң	PUNCT
182	13	bul	еки	PRON
182	14	bizneste	мáнилилиги	NOUN
182	15	qabıl	себепли	ADJ
182	16	etiwdi	сінға	NOUN
182	17	qıyınlastıradı	ушіраді	VERB
182	18	dep	,	PUNCT
182	19	esaplandı,	бул	PUNCT
182	20	hám	бизнесте	CCONJ
182	21	bul	қабіл	PRON
182	22	terminniń	етиўди	VERB
182	23	tariyxıy	қійінластіраді	VERB
182	24	jaqtan	деп	VERB
182	25	eki	есапланді	VERB
182	26	mánili	,	ADJ
182	27	qollanılıwı	һáм	NOUN
182	28	da	бул	NOUN
182	29	sınǵa	терминниң	NOUN
182	30	alındı.	тарийxій	PUNCT
182	31	жақтан	жақтан	NOUN
182	32	еки	еки	DET
182	33	мáнили	мáнили	NOUN
182	34	қолланіліўі	қолланіліўі	VERB
182	35	да	да	ADV
182	36	сінға	сінға	NOUN
182	37	алінді	алінді	VERB
182	38	.	.	PUNCT
183	0	Usınday	усіндай	ADJ
183	1	qaǵıydalar	қағійдалар	NOUN
183	2	Imtech	имтеч	NOUN
183	3	Arena	арена	NOUN
183	4	hám	һáм	CCONJ
183	5	Veltins-Arena	велтинс	PUNCT
183	6	stadionlarına	-	PUNCT
183	7	da	арена	NOUN
183	8	tásir	стадионларіна	NOUN
183	9	etedi.	да	PUNCT
183	10	тáсир	тáсир	ADJ
183	11	етеди	етеди	VERB
183	12	.	.	PUNCT
184	0	Fox	фоx	NOUN
184	1	Animation	аниматион	NOUN
184	2	da	да	ADV
184	3	Morrisonnıń	моррисоннің	NOUN
184	4	ornına	орніна	NOUN
184	5	Andrea	андреа	NOUN
184	6	Miloro	милоро	NOUN
184	7	hám	һáм	CCONJ
184	8	Robert	роберт	NOUN
184	9	Berd	берд	VERB
184	10	20th	20тһ	NOUN
184	11	Century	cентурй	NOUN
184	12	Fox	фоx	NOUN
184	13	Animation	аниматион	NOUN
184	14	nıń	нің	NOUN
184	15	birlesken	бирлескен	VERB
184	16	prezidentleri	президентлери	NOUN
184	17	etip	етип	VERB
184	18	tayınlandı.	тайінланді	PUNCT
184	19	.	.	PUNCT
185	0	Barlıq	барліқ	DET
185	1	AOP	аоп	NOUN
185	2	implementaciyalarında	имплементаcийаларінда	NOUN
185	3	hárbir	һáрбир	ADJ
185	4	máseleni	мáселени	NOUN
185	5	bir	бир	NUM
185	6	orında	орінда	NOUN
185	7	inkapsulyaciyalaytuǵın	инкапсулйаcийалайтуғін	VERB
185	8	ayırım	айірім	NOUN
185	9	kesiwshi	кесиўши	ADJ
185	10	ańlatpalar	аңлатпалар	NOUN
185	11	bar.	бар	PUNCT
185	12	.	.	PUNCT
186	0	Milliy	миллий	ADJ
186	1	Futbol	футбол	NOUN
186	2	Ligasında,	лигасінда	PUNCT
186	3	maydanǵa	,	PUNCT
186	4	topılıw	майданға	NOUN
186	5	ádette	топіліў	NOUN
186	6	máwsimlik	áдетте	NOUN
186	7	biletlerdiń	мáўсимлик	NOUN
186	8	iyesinen,	билетлердиң	PUNCT
186	9	hátte	ийесинен	VERB
186	10	eger	,	PUNCT
186	11	olar	һáтте	NOUN
186	12	basqa	егер	SCONJ
186	13	adamǵa	олар	PRON
186	14	berilgen	басқа	ADJ
186	15	yamasa	адамға	NOUN
186	16	satılǵan	берилген	VERB
186	17	bolsa	йамаса	NOUN
186	18	da,	сатілған	PUNCT
186	19	ómirlik	болса	VERB
186	20	qaytarıp	да	ADV
186	21	alınıwına,	,	PUNCT
186	22	maydanǵa	өмирлик	NOUN
186	23	topılıwshıǵa	қайтаріп	VERB
186	24	komanda	алініўіна	VERB
186	25	hám/yamasa	,	PUNCT
186	26	stadion	майданға	NOUN
186	27	múlkine	топіліўшіға	DET
186	28	kiriwge	команда	NOUN
186	29	ómirlik	һáм/йамаса	ADJ
186	30	tıyım	стадион	NOUN
186	31	salatuǵın	мүлкине	NOUN
186	32	xabar	кириўге	VERB
186	33	beriliwine,	өмирлик	PUNCT
186	34	yamasa	тійім	NOUN
186	35	bir	салатуғін	NUM
186	36	neshe	xабар	NOUN
186	37	márte	берилиўине	VERB
186	38	topılǵan	,	PUNCT
186	39	jaǵdaylarda,	йамаса	PUNCT
186	40	liganıń	бир	NUM
186	41	basqa	неше	NUM
186	42	stadionlarına	мáрте	NOUN
186	43	kiriwge	топілған	VERB
186	44	qadaǵan	жағдайларда	NOUN
186	45	etiliwine	,	PUNCT
186	46	alıp	лиганің	PROPN
186	47	keledi.	басқа	PUNCT
186	48	стадионларіна	стадионларіна	NOUN
186	49	кириўге	кириўге	VERB
186	50	қадаған	қадаған	NOUN
186	51	етилиўине	етилиўине	VERB
186	52	аліп	аліп	VERB
186	53	келеди	келеди	VERB
186	54	.	.	PUNCT
187	0	Tariyxıy	тарийxій	ADJ
187	1	jaqtan,	жақтан	PUNCT
187	2	bunday	,	PUNCT
187	3	saqlaw	бундай	ADJ
187	4	ádette	сақлаў	NOUN
187	5	qattı	áдетте	CCONJ
187	6	disk	қатті	ADJ
187	7	túrinde	диск	NOUN
187	8	berilgen,	түринде	PUNCT
187	9	biraq	берилген	VERB
187	10	qattı	,	PUNCT
187	11	hal	бирақ	NOUN
187	12	diskleri	қатті	NOUN
187	13	(SSD)	һал	PUNCT
187	14	arzanlasıp	дисклери	NOUN
187	15	baratır	(	PUNCT
187	16	hám	ссд	CCONJ
187	17	ádewir	)	PUNCT
187	18	tezirek,	арзанласіп	PUNCT
187	19	sonlıqtan	баратір	VERB
187	20	olardıń	һáм	NOUN
187	21	qollanılıwı	áдеўир	NOUN
187	22	artıp	тезирек	VERB
187	23	barmaqta.	,	PUNCT
187	24	сонліқтан	сонліқтан	NOUN
187	25	олардің	олардің	PRON
187	26	қолланіліўі	қолланіліўі	NOUN
187	27	артіп	артіп	VERB
187	28	бармақта	бармақта	VERB
187	29	.	.	PUNCT
188	0	Bul	бул	PRON
188	1	eki	еки	PRON
188	2	kompaniyanıń	компанийанің	NOUN
188	3	da	да	ADV
188	4	atları	атларі	NOUN
188	5	jańa	жаңа	ADJ
188	6	iyesin	ийесин	NOUN
188	7	kórsetiw	көрсетиў	VERB
188	8	ushın	ушін	ADP
188	9	ózgertildi:	өзгертилди	PUNCT
188	10	TVX	:	PUNCT
188	11	Paramount	твx	PUNCT
188	12	Stations	парамоунт	NOUN
188	13	Group	статионс	NOUN
188	14	bolıp,	гроуп	PUNCT
188	15	al	боліп	VERB
188	16	KECO	,	PUNCT
188	17	Paramount	ал	CCONJ
188	18	Parks	кеcо	NOUN
188	19	bolıp	парамоунт	ADJ
188	20	ózgertildi.	паркс	PUNCT
188	21	боліп	боліп	AUX
188	22	өзгертилди	өзгертилди	VERB
188	23	.	.	PUNCT
189	0	Qabıl	қабіл	NOUN
189	1	etiliwi	етилиўи	VERB
190	0	Lopes	лопес	NOUN
190	1	dáslepki	дáслепки	NOUN
190	2	albomı	албомі	NOUN
190	3	ústinde	үстинде	NOUN
190	4	islegen	ислеген	VERB
190	5	waqıtta,	ўақітта	PUNCT
190	6	Sony	,	PUNCT
190	7	onı	сонй	ADJ
190	8	basqa	оні	PROPN
190	9	joqarı	басқа	ADJ
190	10	profilli	жоқарі	ADJ
190	11	oyın-zawıq	профилли	PUNCT
190	12	juldızları	ойін-заўіқ	ADJ
190	13	menen	жулдізларі	NOUN
190	14	birge	менен	NOUN
190	15	kórsetiw	бирге	NOUN
190	16	ushın	көрсетиў	ADP
190	17	"""úlken"	ушін	PUNCT
190	18	"basım"""	""""	PUNCT
190	19	basladı,	үлкен	PUNCT
190	20	bul	басім	PRON
190	21	onıń	""""	PUNCT
190	22	Shon	басладі	VERB
190	23	Kombstıń	,	PUNCT
190	24	"""Been"	бул	PUNCT
190	25	Around	онің	PRON
190	26	the	шон	ADJ
190	27	"World"""	комбстің	PUNCT
190	28	(1997)	""""	PUNCT
190	29	muzıkalıq	беен	NOUN
190	30	videosında	ароунд	NOUN
190	31	payda	тһе	PART
190	32	bolıwına	"ўорлд"""	NOUN
190	33	alıp	(	PUNCT
190	34	keldi.	1997	PUNCT
190	35	)	)	PUNCT
190	36	музікаліқ	музікаліқ	ADJ
190	37	видеосінда	видеосінда	NOUN
190	38	пайда	пайда	X
190	39	боліўіна	боліўіна	VERB
190	40	аліп	аліп	VERB
190	41	келди	келди	VERB
190	42	.	.	PUNCT
191	0	Oyınnıń	ойіннің	NOUN
191	1	joqarı	жоқарі	ADJ
191	2	dárejelerinde	дáрежелеринде	NOUN
191	3	tóreshige	төрешиге	NOUN
191	4	jáne	жáне	CCONJ
191	5	tórtinshi	төртинши	ADJ
191	6	tóreshi	төреши	NOUN
191	7	járdem	жáрдем	NOUN
191	8	beredi.	береди	PUNCT
191	9	.	.	PUNCT
192	0	Bul	бул	PRON
192	1	waqıya	ўақійа	NOUN
192	2	Astondı	астонді	ADJ
192	3	tóreshiniń	төрешиниң	NOUN
192	4	sheshimlerin	шешимлерин	NOUN
192	5	oyınshılar	ойіншілар	NOUN
192	6	hám	һáм	CCONJ
192	7	tamashagóyler	тамашагөйлер	NOUN
192	8	ushın	ушін	ADP
192	9	anıǵıraq	аніғірақ	NOUN
192	10	etiw	етиў	VERB
192	11	jolları	жолларі	NOUN
192	12	haqqında	һаққінда	NOUN
192	13	oylanıwǵa	ойланіўға	VERB
192	14	májbúrlegen.	мáжбүрлеген	PUNCT
192	15	.	.	PUNCT
193	0	Biologiyalıq	биологийаліқ	ADJ
193	1	sheńberde	шеңберде	NOUN
193	2	Mizradji	мизраджи	NOUN
193	3	informaciyanı	информаcийані	NOUN
193	4	nızamlıqlardıń	нізамліқлардің	NOUN
193	5	receptorlıq	реcепторліқ	ADJ
193	6	sistemalar	системалар	NOUN
193	7	menen	менен	DET
193	8	óz-ara	өз-ара	PUNCT
193	9	háreketlesiwinen	һáрекетлесиўинен	NOUN
193	10	payda	пайда	X
193	11	bolatuǵın	болатуғін	VERB
193	12	obyekt	обйект	NOUN
193	13	retinde	ретинде	NOUN
193	14	sáwlelendirdi	сáўлелендирди	VERB
193	15	(mısalı:	(	PUNCT
193	16	belgili	місалі	ADJ
193	17	bir	:	NUM
193	18	úlgiler	белгили	VERB
193	19	menen	бир	NOUN
193	20	háreketlese	үлгилер	NOUN
193	21	alatuǵın	менен	NOUN
193	22	molekulalıq	һáрекетлесе	VERB
193	23	yamasa	алатуғін	PUNCT
193	24	neyron	молекулаліқ	NOUN
193	25	receptorlarda,	йамаса	PUNCT
193	26	informaciya	нейрон	ADJ
193	27	sol	реcепторларда	NOUN
193	28	óz-ara	,	PUNCT
193	29	háreketlesiwlerden	информаcийа	NOUN
193	30	payda	сол	DET
193	31	boladı).	өз-ара	PUNCT
193	32	һáрекетлесиўлерден	һáрекетлесиўлерден	NOUN
193	33	пайда	пайда	X
193	34	боладі	боладі	VERB
193	35	)	)	PUNCT
193	36	.	.	PUNCT
194	0	Qollanılıwı	қолланіліўі	NOUN
195	0	1912-jıldıń	1912	PUNCT
195	1	iyul	-	PUNCT
195	2	ayında	жілдің	PROPN
195	3	prezident	ийул	NOUN
195	4	bolıp	айінда	NOUN
195	5	saylanǵan	президент	NOUN
195	6	Lemmle	боліп	AUX
195	7	Dintenfass,	сайланған	PUNCT
195	8	Baumann,	леммле	PUNCT
195	9	Kessel,	динтенфасс	PUNCT
195	10	Pauers,	,	PUNCT
195	11	Svanson,	бауманн	PUNCT
195	12	Xorsli	,	ADJ
195	13	hám	кессел	CCONJ
195	14	Brulatur	,	PUNCT
195	15	menen	пауерс	NOUN
195	16	sheriklesliktegi	,	PUNCT
195	17	tiykarǵı	свансон	NOUN
195	18	tulǵa	,	PUNCT
195	19	boldı.	xорсли	PUNCT
195	20	һáм	һáм	PUNCT
195	21	брулатур	брулатур	NOUN
195	22	менен	менен	NOUN
195	23	шериклесликтеги	шериклесликтеги	ADJ
195	24	тийкарғі	тийкарғі	NOUN
195	25	тулға	тулға	NOUN
195	26	болді	болді	VERB
195	27	.	.	PUNCT
196	0	Praym-taym	прайм-тайм	PUNCT
196	1	eń	ең	ADV
196	2	kóp	көп	DET
196	3	tamashagóylerge	тамашагөйлерге	NOUN
196	4	iye	ийе	ADJ
